t_s,rpm,u1_suction,u2_circ,u3_inlet,Q_Nm3h,p_disch_kPa,T_disch_C,p_suction_kPa,T_suction_C,vib_um
3129,7304,55.9,48.8,51.2,4480.2,194.22,41.29,100.85,25.54,10.57
3130,7302,55.8,48.9,51.1,4389.1,194.87,40.08,101.00,24.21,11.90
3131,7299,55.7,49.0,51.0,4382.0,194.19,41.37,100.80,24.35,11.57
3132,7297,55.6,49.1,50.9,4356.3,195.08,43.82,101.87,25.40,11.39
3133,7294,55.5,49.1,50.9,4447.8,193.70,42.88,100.44,25.20,11.73
3134,7292,55.4,49.2,50.8,4265.3,194.40,39.22,101.36,25.01,11.50
3135,7289,55.3,49.3,50.7,4224.6,194.01,39.91,100.93,24.05,12.51
3136,7287,55.2,49.4,50.6,4261.1,194.60,42.61,101.00,24.65,12.87
3137,7285,55.1,49.5,50.5,4229.4,194.42,43.11,101.37,25.33,11.08
3138,7282,54.9,49.6,50.4,4211.2,193.30,40.40,100.64,25.54,12.13
3139,7280,54.8,49.7,50.3,4226.5,193.65,41.48,100.75,25.46,11.99
3140,7277,54.7,49.8,50.2,4167.8,194.36,44.30,101.05,24.60,12.86
3141,7275,54.6,49.9,50.1,4145.6,193.86,43.23,101.48,25.16,12.39
3142,7272,54.5,50.0,50.0,4139.6,194.00,43.37,100.92,25.70,11.60
3143,7270,54.4,50.1,49.9,4156.2,193.41,41.37,100.63,25.14,12.24
3144,7267,54.3,50.2,49.8,4093.4,194.47,41.07,101.76,24.61,12.52
3145,7265,54.2,50.3,49.7,4041.3,194.00,40.20,101.37,25.20,12.60
3146,7262,54.1,50.4,49.6,4061.3,192.97,40.82,100.61,25.27,11.30
3147,7260,54.0,50.5,49.5,4129.7,194.82,41.53,101.78,25.59,11.99
3148,7258,53.9,50.6,49.4,3971.2,194.74,42.73,101.94,24.77,11.79
3149,7255,53.8,50.7,49.3,4075.1,193.21,39.96,100.65,25.09,12.08
3150,7253,53.7,50.8,49.2,3995.3,194.41,42.52,101.96,25.27,11.69
3151,7250,53.6,50.9,49.1,4031.6,194.02,39.72,101.78,25.87,11.45
3152,7248,53.5,51.0,49.0,3975.4,193.64,41.24,101.22,24.98,12.43
3153,7245,53.4,51.1,48.9,3946.8,193.38,40.59,101.63,25.49,12.24
3154,7243,53.3,51.2,48.8,3932.5,193.54,40.72,101.54,24.93,12.21
3155,7240,53.2,51.3,48.7,3947.0,192.69,41.12,101.07,24.51,10.61
3156,7238,53.1,51.4,48.6,3865.9,194.11,40.80,101.84,24.32,11.32
3157,7235,52.9,51.5,48.5,3827.8,193.74,39.75,101.33,24.80,10.11
3158,7233,52.8,51.6,48.4,3825.1,193.92,41.60,102.06,24.57,12.30
3159,7231,52.7,51.7,48.3,3860.6,193.64,40.43,101.31,25.59,11.70
3160,7228,52.6,51.8,48.2,3833.3,193.53,41.31,101.44,25.17,11.49
3161,7226,52.5,51.9,48.1,3820.0,192.94,42.98,101.25,25.40,11.67
3162,7223,52.4,51.9,48.1,3720.1,192.42,40.66,100.54,24.50,11.67
3163,7221,52.3,52.0,48.0,3756.4,193.87,42.73,102.19,24.83,11.27
3164,7218,52.2,52.1,47.9,3802.3,193.67,41.54,101.87,24.89,13.38
3165,7216,52.1,52.2,47.8,3681.5,192.07,40.65,100.35,24.78,10.50
3166,7213,52.0,52.3,47.7,3674.4,193.00,44.58,101.66,24.87,11.73
3167,7211,51.9,52.4,47.6,3657.9,192.16,44.91,101.06,25.92,11.89
3168,7208,51.8,52.5,47.5,3667.9,192.46,41.41,100.93,25.55,12.22
3169,7206,51.7,52.6,47.4,3582.0,192.13,40.51,101.10,24.35,10.64
3170,7204,51.6,52.7,47.3,3598.1,192.86,41.13,101.77,24.87,11.05
3171,7201,51.5,52.8,47.2,3574.7,191.87,40.57,101.33,25.45,11.49
3172,7199,51.4,52.9,47.1,3532.1,192.99,40.48,101.52,25.03,10.99
3173,7196,51.3,53.0,47.0,3473.7,192.61,41.49,101.26,25.24,11.18
3174,7194,51.2,53.1,46.9,3520.5,192.02,41.19,101.35,25.21,10.81
3175,7191,51.1,53.2,46.8,3473.3,192.30,41.83,101.36,25.89,13.14
3176,7189,50.9,53.3,46.7,3420.4,191.90,39.97,101.46,25.49,11.61
3177,7186,50.8,53.4,46.6,3457.5,192.56,42.88,101.63,25.15,11.21
3178,7184,50.7,53.5,46.5,3433.9,191.62,41.26,100.80,24.22,11.83
3179,7181,50.6,53.6,46.4,3406.7,192.40,40.07,101.34,25.04,11.53
3180,7179,50.5,53.7,46.3,3393.8,191.49,40.74,101.19,24.82,11.77
3181,7176,50.4,53.8,46.2,3394.0,191.77,41.48,101.67,25.32,11.61
3182,7174,50.3,53.9,46.1,3344.4,192.04,41.91,101.28,25.38,11.16
3183,7172,50.2,54.0,46.0,3371.2,191.94,39.44,101.88,24.39,10.94
3184,7169,50.1,54.1,45.9,3275.2,192.46,41.61,101.97,25.16,11.01
3185,7167,50.0,54.2,45.8,3344.7,191.68,40.72,101.47,24.73,10.61
3186,7164,49.9,54.3,45.7,3273.6,191.60,42.30,101.61,25.53,11.12
3187,7162,49.8,54.4,45.6,3273.5,191.32,39.75,101.15,25.00,10.53
3188,7159,49.7,54.5,45.5,3213.1,191.16,37.77,101.26,24.95,11.82
3189,7157,49.6,54.6,45.4,3242.6,191.73,42.41,101.37,25.52,11.18
3190,7154,49.5,54.6,45.4,3238.7,191.58,40.68,101.22,25.56,11.41
3191,7152,49.4,54.7,45.3,3209.6,192.31,41.77,101.89,25.31,10.79
3192,7149,49.3,54.8,45.2,3196.4,191.01,41.03,101.19,24.72,10.50
3193,7147,49.2,54.9,45.1,3117.7,192.32,41.53,101.75,25.08,10.37
3194,7145,49.1,55.0,45.0,3120.1,191.90,41.28,101.37,24.77,10.86
3195,7142,48.9,55.1,44.9,3105.2,191.55,41.81,101.81,25.56,11.09
3196,7140,48.8,55.2,44.8,3089.2,191.46,42.57,101.55,24.55,11.33
3197,7137,48.7,55.3,44.7,3078.8,190.59,42.93,100.76,25.71,11.83
3198,7135,48.6,55.4,44.6,3061.7,191.19,40.37,101.40,24.53,11.87
3199,7132,48.5,55.5,44.5,3042.1,191.06,40.83,101.74,24.68,12.27
3200,7130,48.4,55.6,44.4,2907.6,191.11,39.28,100.93,25.12,11.73
3201,7127,48.3,55.7,44.3,2995.7,191.10,38.67,101.49,25.46,11.07
3202,7125,48.2,55.8,44.2,2931.4,190.95,43.51,101.29,26.31,11.58
3203,7122,48.1,55.9,44.1,2990.7,191.00,40.91,101.11,25.26,11.65
3204,7120,48.0,56.0,44.0,2921.9,191.02,42.78,101.66,25.15,11.11
3205,7118,47.9,56.1,43.9,2970.3,189.77,39.41,101.20,24.92,10.71
3206,7115,47.8,56.2,43.8,2918.0,190.32,42.86,101.43,25.29,11.17
3207,7113,47.7,56.3,43.7,2883.5,190.00,43.50,101.06,25.94,10.82
3208,7110,47.6,56.4,43.6,2859.6,189.79,40.76,100.58,24.98,11.37
3209,7108,47.5,56.5,43.5,2848.6,190.87,41.79,102.01,24.61,11.16
3210,7105,47.4,56.6,43.4,2810.0,190.94,43.89,101.71,25.96,9.71
3211,7103,47.3,56.7,43.3,2782.9,191.13,40.21,101.91,24.51,11.04
3212,7100,47.2,56.8,43.2,2812.1,189.55,41.21,100.91,24.51,9.89
3213,7098,47.1,56.9,43.1,2768.0,190.65,42.33,101.89,25.39,12.30
3214,7095,46.9,57.0,43.0,2720.0,189.73,40.94,100.98,24.89,10.97
3215,7093,46.8,57.1,42.9,2735.4,188.71,41.12,100.70,25.24,11.45
3216,7091,46.7,57.2,42.8,2737.4,189.93,40.95,101.42,24.86,10.15
3217,7088,46.6,57.3,42.7,2728.6,189.27,38.24,101.38,25.14,11.19
3218,7086,46.5,57.4,42.6,2707.9,189.64,42.09,101.27,25.14,11.02
3219,7083,46.4,57.4,42.6,2672.0,189.43,40.94,100.98,25.13,11.15
3220,7081,46.3,57.5,42.5,2634.0,190.04,41.63,101.70,24.95,10.88
3221,7078,46.2,57.6,42.4,2613.4,189.94,39.48,101.52,24.98,11.21
3222,7076,46.1,57.7,42.3,2609.5,190.51,41.24,102.16,25.34,10.92
3223,7073,46.0,57.8,42.2,2556.3,190.06,41.88,101.78,25.00,10.73
3224,7071,45.9,57.9,42.1,2544.0,189.64,41.52,101.31,25.60,9.92
3225,7068,45.8,58.0,42.0,2554.1,189.62,42.98,101.50,25.66,12.32
3226,7066,45.7,58.1,41.9,2514.0,189.36,39.18,101.53,25.01,10.97
3227,7064,45.6,58.2,41.8,2499.4,188.40,39.23,100.37,24.97,9.80
3228,7061,45.5,58.3,41.7,2479.1,188.66,39.66,101.20,24.63,9.86
3229,7059,45.4,58.4,41.6,2448.1,189.67,41.09,100.93,26.14,11.30
3230,7056,45.3,58.5,41.5,2431.5,188.85,41.20,100.99,25.01,11.75
3231,7054,45.2,58.6,41.4,2442.0,189.49,39.82,101.77,24.85,10.97
3232,7051,45.1,58.7,41.3,2402.0,188.88,41.25,101.80,25.20,11.14
3233,7049,44.9,58.8,41.2,2397.6,188.37,41.19,101.03,24.74,9.73
3234,7046,44.8,58.9,41.1,2425.7,189.18,40.95,101.63,25.32,10.66
3235,7044,44.7,59.0,41.0,2364.4,189.24,41.39,101.68,24.83,10.59
3236,7041,44.6,59.1,40.9,2325.2,189.02,39.88,100.88,24.70,9.89
3237,7039,44.5,59.2,40.8,2329.5,188.76,41.16,101.58,25.10,11.00
3238,7036,44.4,59.3,40.7,2304.3,188.81,39.27,101.77,25.29,10.43
3239,7034,44.3,59.4,40.6,2266.4,187.68,39.19,100.40,24.66,9.83
3240,7032,44.2,59.5,40.5,2265.4,188.74,40.50,101.52,25.21,9.96
3241,7029,44.1,59.6,40.4,2301.7,188.88,41.15,101.58,24.88,10.83
3242,7027,44.0,59.7,40.3,2307.0,188.12,42.95,101.13,24.54,10.98
3243,7024,43.9,59.8,40.2,2162.4,188.74,41.25,101.63,25.12,10.82
3244,7022,43.8,59.9,40.1,2186.5,187.90,39.38,100.96,24.27,11.39
3245,7019,43.7,60.0,40.0,2140.5,187.72,40.79,101.55,24.95,9.96
3246,7017,43.6,60.1,39.9,2170.0,188.34,40.51,101.38,24.70,11.18
3247,7014,43.5,60.1,39.9,2145.6,188.34,39.52,101.47,24.44,10.43
3248,7012,43.4,60.2,39.8,2151.2,187.49,44.34,101.19,25.64,11.24
3249,7009,43.3,60.3,39.7,2094.8,188.27,40.96,101.68,24.85,10.28
3250,7007,43.2,60.4,39.6,2075.6,187.54,40.09,100.92,24.47,10.54
3251,7005,43.1,60.5,39.5,2103.5,187.67,40.27,101.63,25.72,10.16
3252,7002,42.9,60.6,39.4,2077.3,188.15,41.31,101.64,25.12,8.86
3253,7000,42.8,60.7,39.3,2024.3,187.80,40.38,101.50,25.05,10.11
3254,6997,42.7,60.8,39.2,2050.7,188.23,38.85,101.77,24.97,10.76
3255,6995,42.6,60.9,39.1,2012.4,187.47,42.14,101.07,25.06,9.86
3256,6992,42.5,61.0,39.0,1973.4,187.52,40.58,101.09,25.78,10.46
3257,6990,42.4,61.1,38.9,1963.7,186.81,41.55,100.34,23.84,9.29
3258,6987,42.3,61.2,38.8,1954.8,187.12,41.56,101.19,24.54,10.16
3259,6985,42.2,61.3,38.7,1954.6,188.87,40.73,102.08,25.67,8.46
3260,6982,42.1,61.4,38.6,1897.7,187.40,40.00,101.56,25.25,9.93
3261,6980,42.0,61.5,38.5,1899.2,187.24,39.05,101.58,24.37,10.29
3262,6978,41.9,61.6,38.4,1879.3,187.45,39.80,101.49,24.41,9.88
3263,6975,41.8,61.7,38.3,1875.0,187.58,39.41,101.48,25.60,10.19
3264,6973,41.7,61.8,38.2,1847.5,186.83,40.73,100.73,24.79,10.56
3265,6970,41.6,61.9,38.1,1838.4,186.91,42.40,101.41,24.99,10.00
3266,6968,41.5,62.0,38.0,1822.0,186.75,40.83,101.08,25.72,10.26
3267,6965,41.4,62.1,37.9,1790.5,186.81,42.18,101.58,25.63,9.93
3268,6963,41.3,62.2,37.8,1761.2,186.35,40.40,100.83,24.97,10.10
3269,6960,41.2,62.3,37.7,1731.0,187.42,39.18,101.39,25.14,11.02
3270,6958,41.1,62.4,37.6,1725.0,186.38,42.37,101.22,24.85,8.45
3271,6955,40.9,62.5,37.5,1670.7,186.44,41.61,100.64,25.96,11.04
3272,6953,40.8,62.6,37.4,1691.4,186.96,39.97,101.40,25.31,10.00
3273,6951,40.7,62.7,37.3,1693.9,186.55,40.07,101.38,25.16,9.83
3274,6948,40.6,62.8,37.2,1668.3,186.20,41.64,101.28,26.21,9.96
3275,6946,40.5,62.9,37.1,1656.5,185.82,41.58,101.20,23.89,10.29
3276,6943,40.4,62.9,37.1,1608.4,186.28,40.18,101.24,24.11,9.27
3277,6941,40.3,63.0,37.0,1651.4,186.62,42.92,101.46,24.81,10.54
3278,6938,40.2,63.1,36.9,1577.7,186.18,42.05,101.10,25.60,10.18
3279,6936,40.1,63.2,36.8,1595.5,185.82,40.61,100.73,24.25,10.85
3280,6933,40.0,63.3,36.7,1544.8,185.99,37.53,100.60,25.08,9.83
3281,6931,39.9,63.4,36.6,1523.5,186.09,40.03,101.30,24.77,9.46
3282,6928,39.8,63.5,36.5,1530.8,185.22,41.05,100.81,24.77,10.45
3283,6926,39.7,63.6,36.4,1510.1,186.49,41.81,101.42,25.10,10.09
3284,6924,39.6,63.7,36.3,1495.9,186.28,37.78,101.75,24.57,10.07
3285,6921,39.5,63.8,36.2,1486.2,186.50,38.39,101.59,25.05,8.69
3286,6919,39.4,63.9,36.1,1435.5,186.01,39.60,101.37,24.91,8.87
3287,6916,39.3,64.0,36.0,1422.4,186.84,37.55,101.78,24.54,8.56
3288,6914,39.2,64.1,35.9,1436.6,186.12,40.99,101.30,25.24,9.84
3289,6911,39.1,64.2,35.8,1412.1,185.42,38.95,100.91,25.70,11.13
3290,6909,38.9,64.3,35.7,1416.5,184.96,38.96,100.73,24.90,9.32
3291,6906,38.8,64.4,35.6,1400.8,185.53,38.29,101.23,24.57,9.74
3292,6904,38.7,64.5,35.5,1348.1,186.54,40.29,101.84,25.29,10.29
3293,6901,38.6,64.6,35.4,1335.0,186.94,38.25,102.53,24.32,8.90
3294,6899,38.5,64.7,35.3,1315.0,185.83,41.30,101.26,25.89,9.76
3295,6896,38.4,64.8,35.2,1303.2,184.98,42.49,100.74,25.03,10.47
3296,6894,38.3,64.9,35.1,1268.1,184.69,41.22,101.29,25.28,9.87
3297,6892,38.2,65.0,35.0,1272.0,185.50,40.15,101.89,24.96,10.34
3298,6889,38.1,65.1,34.9,1232.7,185.09,40.31,100.57,25.69,10.08
3299,6887,38.0,65.2,34.8,1225.4,186.05,38.10,101.73,24.77,9.06
3300,6884,37.9,65.3,34.7,1227.4,184.67,39.32,101.01,25.36,9.94
3301,6882,37.8,65.4,34.6,1199.3,185.32,38.04,101.86,24.27,10.11
3302,6879,37.7,65.5,34.5,1194.0,185.16,40.27,101.33,24.87,9.33
3303,6877,37.6,65.6,34.4,1167.0,184.73,40.38,101.48,24.68,9.78
3304,6874,37.5,65.6,34.4,1157.4,183.77,39.61,100.84,25.24,9.62
3305,6872,37.4,65.7,34.3,1142.4,184.94,39.66,100.96,25.29,9.39
3306,6869,37.3,65.8,34.2,1138.8,185.18,38.86,101.76,25.28,8.50
3307,6867,37.2,65.9,34.1,1106.4,184.75,41.27,101.17,24.57,10.09
3308,6865,37.1,66.0,34.0,1087.2,184.43,39.88,101.15,24.45,9.94
3309,6862,36.9,66.1,33.9,1080.9,183.70,39.77,100.73,24.77,9.58
3310,6860,36.8,66.2,33.8,1061.4,184.50,37.86,101.65,25.07,9.38
3311,6857,36.7,66.3,33.7,1011.3,184.38,38.84,101.13,25.12,9.65
3312,6855,36.6,66.4,33.6,1035.3,184.12,39.84,101.36,24.73,9.37
3313,6852,36.5,66.5,33.5,1024.2,184.62,39.02,101.57,25.26,9.06
3314,6850,36.4,66.6,33.4,995.7,183.93,40.70,101.31,25.84,8.79
3315,6847,36.3,66.7,33.3,978.1,184.64,40.61,101.40,24.87,10.12
3316,6845,36.2,66.8,33.2,970.6,183.65,39.04,100.61,25.32,9.43
3317,6842,36.1,66.9,33.1,935.4,184.23,39.07,101.35,24.58,9.79
3318,6840,36.0,67.0,33.0,927.6,182.77,39.67,100.19,25.25,9.20
3319,6838,35.9,67.1,32.9,904.9,184.46,40.05,101.70,25.00,9.35
3320,6835,35.8,67.2,32.8,903.7,184.37,41.67,101.42,25.86,9.82
3321,6833,35.7,67.3,32.7,888.7,182.93,40.17,101.15,24.58,10.19
3322,6830,35.6,67.4,32.6,857.9,184.26,37.44,101.40,24.83,9.17
3323,6828,35.5,67.5,32.5,845.9,183.63,42.42,101.25,24.91,9.05
3324,6825,35.4,67.6,32.4,824.6,183.41,37.57,101.19,24.70,9.71
3325,6823,35.3,67.7,32.3,805.7,183.63,38.53,101.25,24.06,9.71
3326,6820,35.2,67.8,32.2,792.0,182.75,39.95,100.72,25.43,9.99
3327,6818,35.1,67.9,32.1,790.3,183.54,41.70,101.30,25.26,9.30
3328,6815,34.9,68.0,32.0,771.5,183.06,39.27,101.26,25.43,9.33
3329,6813,34.8,68.1,31.9,742.4,183.29,39.47,101.15,24.97,9.92
3330,6811,34.7,68.2,31.8,727.4,183.64,41.07,101.45,25.13,9.90
3331,6808,34.6,68.3,31.7,732.7,183.41,42.87,101.34,25.54,9.71
3332,6806,34.5,68.4,31.6,730.1,182.70,38.57,101.36,25.35,8.71
3333,6803,34.4,68.4,31.6,741.6,183.31,41.97,101.49,25.45,10.20
3334,6801,34.3,68.5,31.5,727.8,183.05,38.95,101.07,25.26,9.36
3335,6798,34.2,68.6,31.4,741.7,183.25,39.84,101.38,24.41,9.80
3336,6796,34.1,68.7,31.3,725.1,183.09,41.04,101.34,25.22,10.23
3337,6793,34.0,68.8,31.2,721.6,182.71,39.96,101.13,25.39,9.26
3338,6791,33.9,68.9,31.1,730.9,182.83,38.02,101.37,24.04,8.27
3339,6788,33.8,69.0,31.0,722.1,182.18,39.28,101.35,25.07,10.02
3340,6786,33.7,69.1,30.9,729.9,182.27,36.56,101.45,24.53,9.33
3341,6784,33.6,69.2,30.8,728.3,183.51,42.55,101.60,25.45,9.11
3342,6781,33.5,69.3,30.7,731.2,183.53,40.67,101.85,25.22,7.84
3343,6779,33.4,69.4,30.6,711.5,182.59,41.26,101.34,25.11,9.34
3344,6776,33.3,69.5,30.5,709.3,182.54,39.00,101.24,25.51,8.04
3345,6774,33.2,69.6,30.4,730.7,182.58,41.34,101.02,25.13,10.02
3346,6771,33.1,69.7,30.3,719.9,182.84,39.26,101.77,24.79,9.59
3347,6769,32.9,69.8,30.2,718.6,182.23,41.85,101.02,26.30,8.76
3348,6766,32.8,69.9,30.1,724.9,182.80,39.72,101.60,24.56,9.15
3349,6764,32.7,70.0,30.0,717.6,182.25,42.22,101.63,24.54,8.92
3350,6761,32.6,70.1,29.9,719.7,181.75,40.63,101.30,25.79,8.55
3351,6759,32.5,70.2,29.8,705.6,182.11,35.70,101.29,24.98,9.32
3352,6756,32.4,70.3,29.7,730.0,182.17,40.45,101.42,25.79,10.49
3353,6754,32.3,70.4,29.6,711.4,181.94,41.74,101.60,25.43,10.13
3354,6752,32.2,70.5,29.5,727.3,182.48,39.83,102.08,25.01,9.21
3355,6749,32.1,70.6,29.4,722.0,182.19,39.21,101.58,25.37,9.39
3356,6747,32.0,70.7,29.3,702.4,182.05,39.67,101.54,24.91,9.71
3357,6744,31.9,70.8,29.2,712.9,181.61,39.62,101.43,25.24,9.54
3358,6742,31.8,70.9,29.1,723.0,181.73,36.75,101.11,24.79,9.30
3359,6739,31.7,71.0,29.0,719.8,181.11,38.06,100.79,24.28,9.30
3360,6737,31.6,71.1,28.9,717.4,181.42,41.95,101.34,25.51,8.90
3361,6734,31.5,71.1,28.9,705.4,181.48,38.73,101.26,24.55,9.16
3362,6732,31.4,71.2,28.8,710.6,181.20,38.02,101.17,25.43,9.16
3363,6729,31.3,71.3,28.7,722.9,181.42,37.61,101.40,25.16,8.12
3364,6727,31.2,71.4,28.6,721.0,180.64,39.46,100.88,25.24,9.17
3365,6725,31.1,71.5,28.5,725.3,181.75,40.30,101.45,24.83,9.82
3366,6722,30.9,71.6,28.4,705.5,181.08,38.59,100.90,25.48,7.93
3367,6720,30.8,71.7,28.3,712.9,181.25,39.96,100.66,25.22,8.91
3368,6717,30.7,71.8,28.2,705.8,181.50,40.63,101.36,25.06,10.19
3369,6715,30.6,71.9,28.1,707.4,181.25,37.82,101.25,24.71,9.47
3370,6712,30.5,72.0,28.0,713.1,182.07,36.62,101.99,24.68,8.48
3371,6710,30.4,72.1,27.9,700.3,180.87,38.76,101.31,24.74,9.01
3372,6707,30.3,72.2,27.8,706.1,181.38,40.06,101.21,24.96,8.98
3373,6705,30.2,72.3,27.7,719.2,179.97,39.88,101.01,24.73,8.90
3374,6702,30.1,72.4,27.6,700.3,181.39,40.13,101.64,25.29,9.41
3375,6700,30.0,72.5,27.5,711.0,180.10,39.18,100.47,24.73,7.42
3376,6698,29.9,72.6,27.4,711.4,180.52,38.93,100.84,25.18,9.61
3377,6695,29.8,72.7,27.3,700.8,180.27,38.39,101.22,25.13,9.94
3378,6693,29.7,72.8,27.2,703.3,179.70,39.48,100.75,25.42,8.29
3379,6690,29.6,72.9,27.1,709.9,180.12,38.71,100.78,25.16,9.06
3380,6688,29.5,73.0,27.0,712.0,181.01,38.40,101.56,24.56,8.42
3381,6685,29.4,73.1,26.9,702.5,180.78,37.34,101.64,24.84,9.39
3382,6683,29.3,73.2,26.8,694.8,180.37,38.30,101.57,24.12,8.85
3383,6680,29.2,73.3,26.7,707.6,180.14,39.46,101.54,25.43,7.92
3384,6678,29.1,73.4,26.6,704.5,181.03,39.95,101.77,25.59,8.64
3385,6675,28.9,73.5,26.5,687.8,179.81,39.86,101.09,24.88,9.11
3386,6673,28.8,73.6,26.4,705.1,179.92,38.54,101.29,24.74,9.07
3387,6671,28.7,73.7,26.3,685.1,180.01,38.48,100.90,24.54,9.25
3388,6668,28.6,73.8,26.2,698.8,179.66,39.61,100.74,25.54,8.47
3389,6666,28.5,73.9,26.1,695.6,179.32,38.60,101.35,24.87,9.83
3390,6663,28.4,73.9,26.1,692.4,180.07,40.50,101.31,24.85,7.94
3391,6661,28.3,74.0,26.0,700.0,179.03,39.77,100.84,24.26,8.50
3392,6658,28.2,74.1,25.9,683.0,179.59,38.38,101.05,25.22,9.61
3393,6656,28.1,74.2,25.8,696.6,179.63,40.90,101.13,25.87,8.71
3394,6653,28.0,74.3,25.7,703.8,179.73,38.57,101.32,24.98,8.88
3395,6651,27.9,74.4,25.6,697.3,180.10,40.12,101.47,25.28,8.51
3396,6648,27.8,74.5,25.5,692.6,178.98,39.24,100.97,25.15,10.10
3397,6646,27.7,74.6,25.4,704.9,179.97,39.83,101.59,25.49,7.63
3398,6644,27.6,74.7,25.3,690.1,178.79,41.44,101.29,26.28,9.13
3399,6641,27.5,74.8,25.2,692.4,179.76,39.04,101.40,25.07,8.32
3400,6639,27.4,74.9,25.1,682.6,179.60,41.02,101.45,25.79,8.05
3401,6636,27.3,75.0,25.0,694.2,178.88,38.65,101.17,25.22,8.60
3402,6634,27.2,75.1,24.9,694.6,179.48,39.48,101.81,24.95,8.37
3403,6631,27.1,75.2,24.8,707.5,179.26,40.47,101.36,24.38,8.34
3404,6629,26.9,75.3,24.7,690.9,179.27,38.43,101.38,23.96,7.97
3405,6626,26.8,75.4,24.6,696.6,178.49,40.42,100.51,25.97,8.75
3406,6624,26.7,75.5,24.5,692.1,179.16,39.62,101.15,25.39,8.41
3407,6621,26.6,75.6,24.4,690.3,178.91,38.32,101.13,24.46,9.75
3408,6619,26.5,75.7,24.3,703.0,178.25,40.04,100.75,25.16,9.10
3409,6616,26.4,75.8,24.2,693.3,178.87,40.56,101.24,24.70,9.20
3410,6614,26.3,75.9,24.1,688.9,179.01,37.00,101.37,25.17,7.97
3411,6612,26.2,76.0,24.0,680.0,178.98,39.21,101.28,25.30,9.28
3412,6609,26.1,76.1,23.9,687.2,178.51,38.51,101.10,25.15,8.38
3413,6607,26.0,76.2,23.8,697.4,178.23,37.89,101.21,24.19,8.44
3414,6604,25.9,76.3,23.7,699.1,178.47,39.77,101.33,24.69,7.87
3415,6602,25.8,76.4,23.6,692.4,177.51,40.16,100.35,25.23,8.41
3416,6599,25.7,76.5,23.5,694.2,178.23,37.55,101.24,25.20,8.63
3417,6597,25.6,76.6,23.4,677.0,178.55,40.71,101.27,24.67,7.84
3418,6594,25.5,76.6,23.4,692.3,178.41,39.03,101.18,25.59,8.36
3419,6592,25.4,76.7,23.3,673.4,178.02,37.96,100.99,24.47,7.78
3420,6589,25.3,76.8,23.2,677.7,178.16,39.03,101.52,24.52,8.19
3421,6587,25.2,76.9,23.1,687.5,178.47,36.39,101.35,25.47,9.24
3422,6585,25.1,77.0,23.0,681.7,178.02,39.42,101.43,24.58,8.30
3423,6582,24.9,77.1,22.9,681.5,178.45,38.73,101.71,25.27,8.46
3424,6580,24.8,77.2,22.8,676.1,177.48,36.90,100.94,24.77,8.71
3425,6577,24.7,77.3,22.7,684.3,177.95,39.20,101.23,24.12,9.64
3426,6575,24.6,77.4,22.6,680.5,178.02,39.96,101.34,24.94,7.96
3427,6572,24.5,77.5,22.5,686.3,177.50,38.48,100.84,24.95,7.59
3428,6570,24.4,77.6,22.4,686.2,177.69,38.72,101.45,25.29,8.60
3429,6567,24.3,77.7,22.3,671.6,177.62,36.57,101.85,24.46,7.56
3430,6565,24.2,77.8,22.2,668.6,177.10,38.76,100.75,24.68,8.38
3431,6562,24.1,77.9,22.1,681.2,177.42,38.53,101.34,24.67,7.87
3432,6560,24.0,78.0,22.0,677.6,177.22,36.08,101.54,24.65,7.61
3433,6558,23.9,78.1,21.9,678.5,177.11,41.59,100.77,24.36,8.23
3434,6555,23.8,78.2,21.8,674.5,176.91,41.00,101.14,25.61,8.20
3435,6553,23.7,78.3,21.7,674.3,176.62,36.72,100.99,25.08,7.68
3436,6550,23.6,78.4,21.6,676.7,177.09,38.90,101.28,24.75,8.46
3437,6548,23.5,78.5,21.5,675.6,176.78,39.08,101.34,26.03,8.63
3438,6545,23.4,78.6,21.4,668.0,176.89,37.28,101.49,25.06,7.56
3439,6543,23.3,78.7,21.3,682.8,176.41,39.28,100.85,25.14,8.74
3440,6540,23.2,78.8,21.2,679.6,177.51,37.80,101.97,25.05,9.03
3441,6538,23.1,78.9,21.1,680.0,177.16,37.87,101.74,25.19,8.14
3442,6535,22.9,79.0,21.0,663.5,176.89,36.89,101.27,24.87,7.83
3443,6533,22.8,79.1,20.9,691.4,176.93,35.76,101.47,25.17,7.58
3444,6531,22.7,79.2,20.8,667.2,176.63,40.43,101.24,24.83,7.67
3445,6528,22.6,79.3,20.7,664.6,177.11,40.37,101.69,25.30,8.41
3446,6526,22.5,79.4,20.6,670.6,176.93,37.88,101.61,24.77,8.56
3447,6523,22.4,79.4,20.6,660.6,176.86,40.47,101.86,24.85,8.47
3448,6521,22.3,79.5,20.5,666.4,176.17,38.20,101.43,25.09,8.06
3449,6518,22.2,79.6,20.4,667.6,175.77,39.29,100.52,25.71,8.55
3450,6516,22.1,79.7,20.3,660.1,176.57,37.98,101.33,25.45,8.74
3451,6513,22.0,79.8,20.2,653.2,176.43,37.54,101.46,24.78,8.26
3452,6511,21.9,79.9,20.1,667.8,175.26,37.93,100.83,24.87,9.48
3453,6508,21.8,80.0,20.0,675.0,176.10,39.67,101.33,25.64,8.51
3454,6506,21.7,80.1,19.9,664.7,177.12,40.03,102.09,25.17,7.33
3455,6504,21.6,80.2,19.8,669.4,176.47,39.02,102.12,25.27,8.23
